Product Name,File Path,Config file name,Config Type,Search Provider Used,Content Delivery (CD),Content Management (CM),Processing,CM + Processing,Reporting,Reporting Client
xDB Cloud,\website\App_Config\Include\XdbCloud,Sitecore.Cloud.Xdb.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,n/a
xDB Cloud,\website\App_Config\Include\XdbCloud,Sitecore.ContentSearch.Cloud.DefaultIndexConfiguration.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,n/a
xDB Cloud,\website\App_Config\Include\XdbCloud,Sitecore.ContentSearch.Cloud.Index.Analytics.config.disabled,disabled,,Disable,Disable,Disable,Disable,Disable,n/a
Platform,\website\App_Config\Include\Z.SwitchMasterToWeb,important.txt,txt,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include\Z.SwitchMasterToWeb,SwitchMasterToWeb.config.example,example,,n/a,n/a,n/a,n/a,n/a,n/a
Platform,\website\App_Config\Include\zzz\,DataFolder.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Include\zzz\,UseServerSideRedirect.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Prefetch,Common.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Prefetch,Core.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Prefetch,Master.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Prefetch,Webdb.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Security,Domains.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Platform,\website\App_Config\Security,GlobalRoles.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Marketing Foundation,\website\sitecore\shell\Applications\MarketingAutomation,Configuration.config,config,,Enable,Enable,Enable,Enable,Enable,n/a
Exec Insight Dashboard,\website\sitecore\shell\Applications\Reports\Dashboard,CampaignCategoryDefaultSettings.config,config,,Disable,Disable,Disable,Disable,Disable,n/a
Exec Insight Dashboard,\website\sitecore\shell\Applications\Reports\Dashboard,Configuration.config,config,,Disable,Disable,Disable,Disable,Disable,n/a
Exec Insight Dashboard,\website\sitecore\shell\Applications\Reports\Dashboard,DefaultSettings.config,config,,Disable,Disable,Disable,Disable,Disable,n/a
Exec Insight Dashboard,\website\sitecore\shell\Applications\Reports\Dashboard,SingleCampaignDefaultSettings.config,config,,Disable,Disable,Disable,Disable,Disable,n/a
Exec Insight Dashboard,\website\sitecore\shell\Applications\Reports\Dashboard,SingleTrafficTypeDefaultSettings.config,config,,Disable,Disable,Disable,Disable,Disable,n/a
